district,latitude,longitude,Charc,year
Choma,26.94188499450684,,0,2019
Lundazi,33.33264541625977,,0,2019
Choma,27.11728858947754,,0,2019
Lundazi,33.02852630615234,,0,2019
Choma,27.0603141784668,,0,2019
Choma,,,0,2019
Choma,,,0,2019
Namwala,,,0,2019
Lundazi,32.8756103515625,,0,2019
Mumbwa,,,0,2019
Namwala,,,1,2019
Mufumbwe,,,0,2019
Choma,26.93561744689941,,0,2019
Mpongwe,,,0,2019
Mkushi ,,,0,2019
Mungwi,,,0,2019
Mufumbwe,24.81647491455078,,0,2019
Petauke,31.30938148498535,,0,2019
Mumbwa,,,1,2019
Mbala,31.6658821105957,,0,2019
Mufumbwe,,,0,2019
Mungwi,,,0,2019
Petauke,31.21754455566406,,0,2019
Choma,26.78350448608398,,0,2019
Mbala,,,0,2019
Mumbwa,,,0,2019
Mungwi,,,0,2019
Masaiti,,,1,2019
Petauke,31.22079086303711,,1,2019
Namwala,,,1,2019
Choma,,,0,2019
Mkushi ,29.06052017211914,,0,2019
Choma,26.80273246765137,,0,2019
Choma,,,0,2019
Petauke,31.48156547546387,,0,2019
Mumbwa,26.76988792419434,,0,2019
Namwala,,,0,2019
Mungwi,,,0,2019
Mufumbwe,,,0,2019
Mbala,31.19334602355957,,0,2019
Mungwi,32.18888854980469,,0,2019
Solwezi,26.775634765625,,1,2019
Choma,27.10928726196289,,0,2019
Lundazi,33.16273498535156,,0,2019
Mumbwa,,,0,2019
Mbala,,,0,2019
Mbala,31.53785133361816,,0,2019
Mkushi ,29.42376899719238,,0,2019
Mkushi ,,,0,2019
Mungwi,31.52651977539063,,0,2019
Mbala,31.23251914978027,,0,2019
Choma,27.09375190734863,,0,2019
Mbala,,,0,2019
Solwezi,26.17594528198242,,0,2019
Mumbwa,,,0,2019
Mbala,31.19515419006348,,0,2019
Mufumbwe,24.81455993652344,,0,2019
Choma,,,0,2019
Mkushi ,,,0,2019
Masaiti,,,0,2019
Mpongwe,28.44353675842285,,0,2019
Mkushi ,29.37495040893555,,0,2019
Mungwi,,,0,2019
Lundazi,33.33506393432617,,0,2019
Mufumbwe,,,0,2019
Masaiti,28.68251609802246,,1,2019
Petauke,31.31176376342773,,0,2019
Mbala,,,0,2019
Mbala,31.19463920593262,,0,2019
Mkushi ,29.57725143432617,,0,2019
Mufumbwe,25.00158882141113,,0,2019
Petauke,31.38431549072266,,0,2019
Mkushi ,,,0,2019
Mkushi ,29.06276702880859,,0,2019
Mkushi ,,,0,2019
Masaiti,28.68929862976074,,0,2019
Solwezi,25.88361167907715,,1,2019
Lundazi,33.32665252685547,,0,2019
Choma,29.95849418640137,,0,2019
Solwezi,26.14020919799805,,0,2019
Mpongwe,,,1,2019
Namwala,26.68086624145508,,0,2019
Mbala,,,0,2019
Mufumbwe,24.85635185241699,,0,2019
Choma,,,0,2019
Namwala,26.71304702758789,,0,2019
Mungwi,,,0,2019
Mkushi ,29.06762886047363,,0,2019
Lundazi,32.87671279907227,,0,2019
Choma,,,0,2019
Petauke,31.44130325317383,,0,2019
Solwezi,26.17145919799805,,0,2019
Solwezi,26.77480506896973,,1,2019
Petauke,,,0,2019
Masaiti,28.70198059082031,,0,2019
Namwala,26.77878761291504,,0,2019
Namwala,,,0,2019
Mufumbwe,25.00402641296387,,0,2019
Petauke,31.21688652038574,,0,2019
Masaiti,28.67477035522461,,1,2019
Namwala,,,0,2019
Mungwi,31.64898872375488,,1,2019
Mungwi,31.94996452331543,,1,2019
Mungwi,32.15373229980469,,0,2019
Namwala,,,0,2019
Masaiti,28.67119789123535,,0,2019
Lundazi,32.84201049804688,,0,2019
Mungwi,31.94699287414551,,0,2019
Mungwi,,,0,2019
Choma,26.94847679138184,,0,2019
Mufumbwe,,,0,2019
Petauke,31.22079086303711,,0,2019
Mkushi ,28.90078926086426,,0,2019
Masaiti,28.67725944519043,,0,2019
Mbala,,,0,2019
Namwala,26.70432281494141,,0,2019
Mumbwa,,,0,2019
Mbala,,,0,2019
Mumbwa,26.93048858642578,,1,2019
Mpongwe,27.9282283782959,,0,2019
Mbala,,,0,2019
Mungwi,31.94712066650391,,0,2019
Mufumbwe,24.86754035949707,,0,2019
Lundazi,32.8390007019043,,0,2019
Petauke,31.21710777282715,,0,2019
Lundazi,33.33140563964844,,0,2019
Masaiti,,,1,2019
Lundazi,,,0,2019
Masaiti,,,1,2019
Masaiti,28.73162269592285,,0,2019
Lundazi,,,0,2019
Namwala,,,0,2019
Lundazi,33.03410720825195,,0,2019
Mufumbwe,,,0,2019
Choma,,,0,2019
Lundazi,33.20376968383789,,0,2019
Mkushi ,,,0,2019
Mpongwe,27.92881965637207,,0,2019
Namwala,,,0,2019
Mkushi ,,,0,2019
Mufumbwe,25.00100326538086,,0,2019
Mbala,31.21611976623535,,0,2019
Masaiti,28.68011093139648,,0,2019
Mufumbwe,,,0,2019
Masaiti,28.72053337097168,,0,2019
Mungwi,,,0,2019
Mpongwe,28.4041862487793,,0,2019
Mufumbwe,,,0,2019
Mpongwe,28.38508033752441,,1,2019
Choma,26.82002067565918,,0,2019
Mungwi,31.94024467468262,,0,2019
Mungwi,32.25320434570313,,0,2019
Mumbwa,,,0,2019
Mungwi,32.27350234985352,,0,2019
Choma,,,0,2019
Mufumbwe,,,1,2019
Choma,26.80511474609375,,0,2019
Mumbwa,27.35956001281738,,0,2019
Petauke,31.44540023803711,,0,2019
Lundazi,,,0,2019
Namwala,26.93411064147949,,0,2019
Choma,,,0,2019
